product_name,product_code,type,revenue_2019,quantity_2019,revenue_2020,quantity_2020,revenue_2021,quantity_2021,revenue_2022,quantity_2022,revenue_2023,quantity_2023
Ink pen (with Ink),20741287,POTIONS & SCROLLS,193680,360,170008,316,205516,382,196908.0,366,223270,415
Walloping Ammunition Enchantment,20749913,POTIONS & SCROLLS,83425,355,81310,346,84365,359,90945.0,387,87185,371
Armour of Radiant Resistance,20825074,ARMS & ARMOUR,141032,488,200277,693,208369,721,94503.0,327,114155,395
Dragon Slayer,20879901,ARMS & ARMOUR,66785,361,125615,679,99715,539,102305.0,553,71040,384
Sled,20967300,ANIMALS & TRANSPORTATION,266985,349,449820,588,224910,294,305235.0,399,315180,412
Reliquary (Holy symbol),21059193,ADVENTURING EQUIPMENT,158592,384,175525,425,195762,474,164374.0,398,147441,357
Helm of Teleportation,21139846,ADVENTURING EQUIPMENT,254562,406,285285,455,258951,413,236379.0,377,219450,350
Wand of Magic Detection,21148846,ARMS & ARMOUR,245340,470,213498,409,180090,345,176436.0,338,194184,372
Rare Crafting Components,21156598,TOOLS & KITS,153573,497,138741,449,104133,337,89146.50000000001,293,112167,363
Natures Mantle,21180196,ADVENTURING EQUIPMENT,20196,374,19656,364,21222,393,21070.8,397,22032,408
Arrows +2,21271220,ARMS & ARMOUR,105985,517,128330,626,144320,704,86510.0,422,100655,491
Tinker’s tools ,21273160,TOOLS & KITS,366625,419,334250,382,371000,424,368375.0,421,391125,447
Hellsteel Martial Melee Weapon,21319590,ARMS & ARMOUR,617747,793,1208229,1551,608399,781,259407.0,333,310042,398
Yew wand (Druidic focus),21412976,ADVENTURING EQUIPMENT,254538,474,214263,399,147675,275,212115.0,395,275481,513
Spell Scroll: Cantrip,21461988,POTIONS & SCROLLS,254364,451,298920,530,246468,437,265080.0,470,247032,438
Waterskin (full),21479306,ADVENTURING EQUIPMENT,310454,391,346978,437,263608,332,344596.0,434,326334,411
Sickle,21572496,ARMS & ARMOUR,160701,411,148580,380,155618,398,207230.0,530,230299,589
Orcsplitter,21615109,ARMS & ARMOUR,152966,374,202046,494,199183,487,143518.09999999998,358,180778,442
Robe of Eyes,21658921,ADVENTURING EQUIPMENT,288619,397,294435,405,287892,396,313337.0,431,302432,416
Dyrrns Tentacle Whip,21737688,ARMS & ARMOUR,151202,437,171616,496,124906,361,143244.0,414,219364,634
Piwafwi of Fire Resistance,21789741,ADVENTURING EQUIPMENT,58720,367,63040,394,63680,398,72224.0,465,56320,352
Light Armour +1,21806660,ARMS & ARMOUR,177372,379,160992,344,204984,438,266760.0,570,280332,599
Halberd ,21816830,ARMS & ARMOUR,236176,464,194947,383,214289,421,299801.0,589,296747,583
Ring of the Ram,21908394,JEWELRY,373520,406,320160,348,295320,321,288604.0,321,378120,411
Animated Shield,21947685,ARMS & ARMOUR,24510,430,26904,472,18525,325,34496.4,613,36765,645
Backpack ,21967269,ADVENTURING EQUIPMENT,163606,358,152638,334,170461,373,175031.0,383,164520,360
Moon-Touched 1H-Sword,21993540,ARMS & ARMOUR,197440,320,210397,341,316521,513,249391.4,414,451027,731
Dragonchess set,22010741,TOOLS & KITS,114597,321,184926,518,140301,393,112812.0,316,158508,444
Insignia of Claws,22050249,ADVENTURING EQUIPMENT,170469,611,120249,431,84537,303,116064.0,416,118854,426
Club ,22090749,ARMS & ARMOUR,95310,353,162810,603,132840,492,168480.0,624,110700,410
Waythe,22121025,ARMS & ARMOUR,357346,407,284472,324,383686,437,392466.0,447,373150,425
Staff of Birdcalls,22144233,ARMS & ARMOUR,257108,398,284886,441,294576,456,296707.79999999993,474,277134,429
Exotic Saddle,22263157,ANIMALS & TRANSPORTATION,146087,421,130125,375,134289,387,146781.0,423,141923,409
Mason’s tools ,22298999,TOOLS & KITS,45666,354,46569,361,47988,372,43344.0,336,52503,407
Vial (Crate),22385391,POTIONS & SCROLLS,86328,396,80442,369,77172,354,83276.0,382,100934,463
Riding Horse,22386053,ANIMALS & TRANSPORTATION,300348,486,217536,352,261414,423,207030.0,335,244728,396
Black Dragon Mask,22516017,ARMS & ARMOUR,412308,468,313636,356,688061,781,1645708.0,1868,1296832,1472
Holy water (flask) ,22519605,POTIONS & SCROLLS,226850,325,268730,385,332248,476,331550.0,475,332946,477
Pole of Collapsing,22549946,ADVENTURING EQUIPMENT,145247,431,147269,437,134463,399,149055.1,455,113906,338
Potion of Speed,22576525,POTIONS & SCROLLS,350680,440,306048,384,272574,342,384154.0,482,296484,372
Danoths Visor,22593265,ADVENTURING EQUIPMENT,10218,393,10998,423,8320,320,8268.0,318,12506,481
Potion of Aqueous Form,22616281,POTIONS & SCROLLS,201586,374,204820,380,195657,363,183799.0,341,207515,385
Staff,22640420,ADVENTURING EQUIPMENT,394362,402,355122,362,414963,423,337464.0,344,384552,392
Military Camoflage (Snow),22673104,ADVENTURING EQUIPMENT,184764,356,223689,431,191511,369,217980.0,420,161409,311
Lyre,22839458,MUSICAL INSTRUMENT,363280,380,363280,380,354676,371,359456.0,376,300184,314
Boots of Striding and Springing,22857349,ADVENTURING EQUIPMENT,292959,387,295230,390,301286,398,312641.0,413,296744,392
Universal Solvent,22922495,ADVENTURING EQUIPMENT,301698,453,275058,413,243756,366,279054.0,419,287046,431
Spell Gem (Ruby),22967887,POTIONS & SCROLLS,191891,347,186914,338,232813,421,195209.0,353,244979,443
Hunters Coat,22973547,ARMS & ARMOUR,266432,368,253400,350,312768,432,472048.0,652,502456,694
Astral Shard,23023467,POTIONS & SCROLLS,169260,434,140400,360,161070,413,150150.0,385,128700,330
Cube of Force,23069647,ADVENTURING EQUIPMENT,231072,464,166830,335,127986,257,212148.0,426,206670,415
Rakdos Riteknife,23170093,ARMS & ARMOUR,85692,386,96126,433,64602,291,80586.0,363,59496,268
Periapt of Wound Closure,23222530,ADVENTURING EQUIPMENT,215391,321,294569,439,317383,473,234179.0,349,285175,425
Bag of Tricks,23273525,ADVENTURING EQUIPMENT,303072,352,332346,386,290157,337,356798.39999999997,422,344400,400
Robes ,23300093,ADVENTURING EQUIPMENT,261486,398,243090,370,262143,399,260829.0,397,228636,348
Hide armour,23411667,ARMS & ARMOUR,391680,408,315840,329,405120,422,368640.0,384,314880,328
Bronze Griffon of Wondrous Power,23419257,SUMMONING DEVICE,243759,579,159980,380,144824,344,139351.0,331,178925,425
Drake,23435690,ANIMALS & TRANSPORTATION,17955,315,25137,441,21546,378,23883.0,419,16302,286
Staff of Fate,23454505,ARMS & ARMOUR,231660,351,260700,395,207240,314,230340.0,349,261360,396
Mariners Armour,23456187,ARMS & ARMOUR,73676,452,63081,387,73839,453,235372.0,1444,215323,1321
Wand of Paralysis,23477217,ARMS & ARMOUR,1108125,1125,411730,418,393015,399,458025.0,465,450145,457
Cloak of Protection,23513230,ADVENTURING EQUIPMENT,74970,315,109004,458,79730,335,102102.0,429,85204,358
Robe of the Archmagi,23594150,ADVENTURING EQUIPMENT,281314,418,242280,360,343903,511,300158.0,446,304196,452
Hammer ,23621341,TOOLS & KITS,232934,403,214438,371,209814,363,265880.0,460,210392,364
Greater Silver Sword,23623168,ARMS & ARMOUR,172344,334,236844,459,173892,337,181632.0,352,219300,425
Hourglass ,23625191,TOOLS & KITS,142560,432,151140,458,119130,361,154110.0,467,115830,351
Ventilating Lungs,23645180,ADVENTURING EQUIPMENT,92475,411,76950,342,64800,288,77625.0,345,94500,420
Warhorse,23656860,ANIMALS & TRANSPORTATION,138873,357,122146,314,138484,356,196445.0,505,140040,360
Pressure Capsule,23787575,ADVENTURING EQUIPMENT,46332,396,44694,382,37206,318,50274.9,440,39078,334
Daerns Instant Fortress,23893341,SUMMONING DEVICE,242724,452,192783,359,209430,390,173934.3,332,194394,362
Cube of Force,23925381,ADVENTURING EQUIPMENT,303912,469,319464,493,178848,276,292248.0,451,325296,502
Riding Steeder,23925889,ANIMALS & TRANSPORTATION,16555,301,17710,322,18645,339,21615.0,393,20900,380
Prosthetic Limb,23931376,ADVENTURING EQUIPMENT,103292,476,87668,404,86800,400,58069.2,275,90923,419
Robes ,23934913,ADVENTURING EQUIPMENT,234024,392,268650,450,229845,385,264471.0,443,182085,305
Restorative Ointment,23936863,POTIONS & SCROLLS,311920,560,210546,378,230041,413,172113.0,309,250093,449
Necklace of Prayer Beads,24167344,JEWELRY,259910,395,223062,339,234248,356,219114.0,333,280308,426
Blanket ,24180928,ADVENTURING EQUIPMENT,280302,411,267344,392,253704,372,339636.0,498,362824,532
Balance of Harmony,24339810,ADVENTURING EQUIPMENT,180940,436,173885,419,156455,377,178865.0,431,169320,408
"Clothes, fine ",24410705,ADVENTURING EQUIPMENT,53332,398,53734,401,59630,445,49044.0,366,52394,391
Rod of Resurrection,24436762,ADVENTURING EQUIPMENT,314973,443,292221,411,332748,468,271602.0,382,292932,412
Heavy Armour +3,24485199,ARMS & ARMOUR,426822,446,404811,423,393327,411,449790.0,470,374187,391
War Dinosaur,24496053,ANIMALS & TRANSPORTATION,330867,379,382374,438,364914,418,266265.0,305,404199,463
Pony,24496525,ANIMALS & TRANSPORTATION,247680,360,266256,387,356384,518,305472.0,444,302032,439
Battleaxe ,24673533,ARMS & ARMOUR,337810,370,395329,433,717618,786,1525623.0,1671,1299199,1423
Wand of Web,24742412,ARMS & ARMOUR,336865,445,194549,257,300529,397,275850.80000000005,372,304314,402
Poisoner’s kit ,24750467,TOOLS & KITS,358521,381,394279,419,369813,393,434742.0,462,453562,482
Rod of Security,24775352,ADVENTURING EQUIPMENT,367536,372,411996,417,446576,452,358644.0,363,418912,424
Smith’s tools ,24790215,TOOLS & KITS,185505,415,175224,392,190422,426,171648.0,384,157344,352
"Clothes, traveler’s ",24816698,ADVENTURING EQUIPMENT,302128,368,355493,433,352209,429,293918.0,358,346462,422
Wand of Pyrotechnics,24819792,ADVENTURING EQUIPMENT,42744,411,39624,381,50856,489,43992.0,423,45760,440
Holy water (flask) ,24831568,POTIONS & SCROLLS,307875,375,319369,389,276677,337,270930.0,330,401469,489
Armour of Radiant vulnerability,24857156,ARMS & ARMOUR,344034,414,349851,421,245976,296,299991.0,361,277554,334
Spell Gem (Lapis Lazuli),24879389,POTIONS & SCROLLS,335592,472,316395,445,324927,457,275868.0,388,328482,462
Calligraphers supplies ,24938380,TOOLS & KITS,183924,393,222300,475,175032,374,233532.0,499,180648,386
Ring of Feather Falling,25286681,JEWELRY,103110,491,86940,414,81060,386,74130.0,353,75600,360
Lantern of Revealing,25393886,ADVENTURING EQUIPMENT,122848,352,148325,425,153909,441,128432.0,368,102606,294
Rope of Mending,25410780,ADVENTURING EQUIPMENT,153583,383,150776,376,182856,456,133132.0,332,162004,404
Shadowfell Shard,25440616,ADVENTURING EQUIPMENT,370711,503,285219,387,305118,414,258687.0,351,242473,329
Glaive ,25489372,ARMS & ARMOUR,225234,873,212850,825,114036,442,96234.0,373,114810,445
Orb of Gonging,25514922,ADVENTURING EQUIPMENT,56817,321,71508,404,72924,412,83367.0,471,68499,387
Warhorse,25594959,ANIMALS & TRANSPORTATION,156716,406,204580,530,150926,391,166366.0,431,147066,381
Lyre,25670734,MUSICAL INSTRUMENT,56964,404,66834,474,57246,406,50901.0,361,58656,416
Sunsword,25678478,ARMS & ARMOUR,9072,378,9816,409,17160,715,45792.0,1908,35520,1480
Ioun Stone - Absorption,25681559,ADVENTURING EQUIPMENT,324135,343,387450,410,404460,428,438480.0,464,405405,429
Belt of Fire Giant Strength,25704302,ADVENTURING EQUIPMENT,349569,363,398682,414,344754,358,368829.0,383,410238,426
Rabbit,25705511,ANIMALS & TRANSPORTATION,197584,424,154246,331,159372,342,151450.0,325,181740,390
Shortsword ,25706788,ARMS & ARMOUR,52910,407,134030,1031,153920,1184,161200.0,1240,76310,587
Weapon of Certain Death Enchantment,25791630,POTIONS & SCROLLS,58245,353,65340,396,80025,485,67930.5,420,54945,333
Amulet of Proof against Detection and Location,25851238,JEWELRY,305805,435,249565,355,181374,258,298775.0,425,232693,331
Quiver ,25867613,TOOLS & KITS,255192,434,193452,329,260484,443,254016.0,432,266952,454
Orb of the Veil,25869626,ADVENTURING EQUIPMENT,154193,409,156455,415,164749,437,129009.4,355,144014,382
Playing card set,25906638,TOOLS & KITS,274912,352,263978,338,318648,408,304590.0,390,232738,298
Elixir of Health,25998718,POTIONS & SCROLLS,78710,463,58310,343,67150,395,71570.0,421,76670,451
Lock of Trickery,26008467,ADVENTURING EQUIPMENT,188235,423,157975,355,167765,377,190905.0,429,157975,355
Bracers of Defense,26031257,ADVENTURING EQUIPMENT,235720,332,261990,369,291810,411,242039.0,348,286840,404
Blast Scepter,26032666,ARMS & ARMOUR,741152,848,1202624,1376,1267300,1450,767372.0,878,565478,647
Vox Seeker,26096436,ADVENTURING EQUIPMENT,100152,428,98046,419,98280,420,80964.0,346,112554,481
Gem of Seeing,26118273,ADVENTURING EQUIPMENT,176396,418,131664,312,198762,471,154030.0,365,133774,317
Marvelous Pigments,26166384,ADVENTURING EQUIPMENT,223520,440,263144,518,231648,456,209804.0,413,193548,381
Weapon +3,26194157,ARMS & ARMOUR,344080,391,375760,427,298320,339,359920.0,409,302720,344
Silver Horn of Valhalla,26212229,SUMMONING DEVICE,22592,353,28288,442,25408,397,28160.0,440,27264,426
Hewards Hireling Armour,26230813,ARMS & ARMOUR,45360,567,96160,1202,89680,1121,66000.0,857,51520,644
Blue Dragon Mask,26247732,ARMS & ARMOUR,217833,451,299460,620,332304,688,243335.4,517,174363,361
Saddlebags,26270174,ANIMALS & TRANSPORTATION,227420,415,178100,325,186320,340,212624.0,388,194540,355
Sickle,26341441,ARMS & ARMOUR,368151,373,321762,326,368151,373,500409.0,507,645498,654
Corpse Slayer,26550976,ARMS & ARMOUR,165300,348,172425,363,188100,396,167200.0,352,232750,490
Saxophone,26678721,MUSICAL INSTRUMENT,107088,368,97485,335,105342,362,135315.0,465,113490,390
Potion of Maximum Power,26719121,POTIONS & SCROLLS,353430,462,288405,377,333540,436,256963.5,342,330480,432
Natures Mantle,26786309,ADVENTURING EQUIPMENT,159152,464,125195,365,150234,438,156065.0,455,132741,387
Bracers of Archery,26797834,ADVENTURING EQUIPMENT,142443,441,95608,296,140182,434,107882.0,334,142443,441
Disguise kit ,26811775,TOOLS & KITS,197348,412,188726,394,155196,324,182978.0,382,210760,440
Cloak of Protection,26868020,ADVENTURING EQUIPMENT,235760,421,173600,310,233520,417,227920.0,407,180880,323
Atlas of the Endless Horizon,26901192,POTIONS & SCROLLS,160650,357,169650,377,137700,306,151650.0,337,194400,432
Ring of Evasion,26959751,JEWELRY,45288,408,39072,352,44289,399,47319.299999999996,438,48840,440
Pike,27009524,ARMS & ARMOUR,923888,1168,1903937,2407,1252153,1583,336175.0,425,288715,365
Dancing Sword,27093211,ARMS & ARMOUR,420831,437,340902,354,399645,415,365940.0,380,359199,373
Risian Pine Focus,27116336,ADVENTURING EQUIPMENT,350235,387,301365,333,345710,382,346615.0,383,367430,406
Potion of Fire Breath,27119597,POTIONS & SCROLLS,134725,425,158817,501,91930,290,108952.90000000001,353,112535,355
Sealing wax ,27137603,TOOLS & KITS,372834,462,341361,423,346203,429,318765.0,395,337326,418
Crown of the Forest,27201833,ARMS & ARMOUR,98346,443,84804,382,87912,396,73038.0,329,101898,459
Medallion of Thoughts,27222297,JEWELRY,110782,386,109921,383,103033,359,123180.40000000001,435,123123,429
Pipe of Smoke Monsters,27233267,POTIONS & SCROLLS,277452,378,333970,455,267176,364,260570.0,355,300940,410
Three-Dragon Ante set,27250044,TOOLS & KITS,287820,492,257400,440,260325,445,212355.0,363,235755,403
Belt of Storm Giant Strength,27270696,ADVENTURING EQUIPMENT,142788,489,99864,342,120304,412,128480.0,440,115632,396
Tome of Leadership and Influence,27413024,POTIONS & SCROLLS,99666,441,88140,390,85654,379,92208.0,408,81134,359
Pyxis of Pandemonium,27419199,SUMMONING DEVICE,295460,374,396580,502,305730,387,351550.0,445,308890,391
Scimitar of Speed,27436439,ARMS & ARMOUR,347990,391,318620,358,453900,510,352440.0,396,352440,396
Wand of Entangle,27625817,ARMS & ARMOUR,304380,445,265392,388,307116,449,261835.19999999998,389,333108,487
Eyes of Minute Seeing,27700150,ADVENTURING EQUIPMENT,108108,364,116721,393,88803,299,111969.0,377,115236,388
Armour of Necrotic Resistance,27707450,ARMS & ARMOUR,324220,377,316480,368,360340,419,329380.0,383,354320,412
Stone of Ill Luck,27757859,ADVENTURING EQUIPMENT,235345,389,268015,443,248655,411,226270.0,374,242605,401
Cap of Water Breathing,27760788,ARMS & ARMOUR,342706,538,702611,1103,563745,885,223587.0,351,240786,378
Waterskin (full),27814500,ADVENTURING EQUIPMENT,302503,373,374682,462,278984,344,347108.0,428,403067,497
Magnifying glass ,27865414,TOOLS & KITS,17160,440,18525,475,14079,361,14469.0,371,13182,338
Siren Song Lyre,27879712,MUSICAL INSTRUMENT,124425,525,108546,458,87216,368,70199.40000000001,304,106176,448
Portable Hole,27899893,ADVENTURING EQUIPMENT,72105,437,69630,422,71610,434,66825.0,405,61875,375
Duplicitous Manuscript,27903667,POTIONS & SCROLLS,261837,423,211698,342,185081,299,193128.0,312,260599,421
Ring of X-ray Vision,27912401,JEWELRY,13233,401,16731,507,11781,357,12361.800000000001,380,13959,423
Wand of Paralysis,27947154,ARMS & ARMOUR,93126,1122,32204,388,36935,445,35939.0,433,35441,427
Potion of Mind Reading,28014021,POTIONS & SCROLLS,142956,361,136224,344,154440,390,172656.0,436,168696,426
Giant Riding Lizard,28051299,ANIMALS & TRANSPORTATION,295306,341,330812,382,376710,435,314358.0,363,319554,369
Signal whistle on string,28119537,TOOLS & KITS,98889,357,114401,413,103321,373,143763.0,519,120772,436
Ruinblade,28192581,ARMS & ARMOUR,83809,401,95513,457,98021,469,88407.0,423,111606,534
Necklace of Fireballs,28213931,JEWELRY,24168,318,35188,463,28272,372,32452.0,427,29792,392
Bagpipes,28236108,MUSICAL INSTRUMENT,43240,460,33464,356,44368,472,36378.0,387,40232,428
Watchful Helm,28351325,ARMS & ARMOUR,316382,394,329230,410,281050,350,304337.0,379,307549,383
Spell Scroll Level 4,28400181,POTIONS & SCROLLS,9120,304,10860,362,12960,432,14379.0,493,11850,395
"Poison, Basic (4L)",28424000,POTIONS & SCROLLS,93310,430,73129,337,64232,296,88536.0,408,94395,435
Amulet of Protection from Turning,28434240,JEWELRY,295152,312,337722,357,264880,280,362318.0,383,450296,476
Radiance,28454394,ADVENTURING EQUIPMENT,64575,369,64750,370,78225,447,77000.0,440,62475,357
Hewards Hireling Armour,28472727,ARMS & ARMOUR,232628,622,414018,1107,519112,1388,326502.0,873,228888,612
Dark Shard Amulet,28616702,ADVENTURING EQUIPMENT,172482,534,130169,403,147611,457,109497.0,339,158270,490
Rod of Lordly Might,28617605,ADVENTURING EQUIPMENT,42780,372,55085,479,44965,391,55660.0,484,51635,449
Oil of Sharpness,28651379,ADVENTURING EQUIPMENT,158340,420,121771,323,156455,415,178698.0,474,148161,393
Nightfall Pearl,28688133,ADVENTURING EQUIPMENT,394400,464,338300,398,297500,350,372470.0,450,379950,447
Armour of Cold Resistance,28821942,ARMS & ARMOUR,254752,419,385472,634,286368,471,238944.0,393,265088,436
Armour of Resistance,28876554,ARMS & ARMOUR,259935,559,189255,407,179490,386,249705.0,537,146475,315
Viol,28905526,MUSICAL INSTRUMENT,144632,404,161100,450,148928,416,119930.0,335,172914,483
"Crossbow, heavy ",28942113,ARMS & ARMOUR,461032,676,690184,1012,756338,1109,526504.0,772,219604,322
Longsword ,29088224,ARMS & ARMOUR,121264,286,128472,303,163240,385,155184.0,366,165360,390
Block and tackle ,29095296,TOOLS & KITS,484946,517,344246,367,400526,427,309540.0,330,399588,426
Breastplate ,29157515,ARMS & ARMOUR,34176,356,36960,385,54336,566,64704.0,674,50496,526
"Case, crossbow bolt ",29206621,TOOLS & KITS,262006,487,263620,490,260930,485,185610.0,345,202288,376
Gem of Seeing,29229086,ADVENTURING EQUIPMENT,191751,483,161182,406,128231,323,122633.3,313,146096,368
Revelers Concertina,29314971,MUSICAL INSTRUMENT,185840,460,169276,419,152308,377,161196.0,399,172912,428
Potion of Animal Friendship,29423042,POTIONS & SCROLLS,258216,348,245602,331,259700,350,304962.0,411,276024,372
Ladder (10-foot) ,29434744,TOOLS & KITS,63492,429,44400,300,59496,402,50320.0,340,55648,376
Scroll of Protection (Elementals),29449843,POTIONS & SCROLLS,340216,344,388677,393,439116,444,303623.0,307,309557,313
Amulet of Proof against Detection and Location,29519173,JEWELRY,429240,438,381220,389,349860,357,376320.0,384,411600,420
