Type,Key Account,Region,ProductPricesInCP_split_23,ProductPricesInCP_split_19,growth_tot
POTIONS & SCROLLS,Black Phoenix,United Moonshae Empire,27445.0,,
ANIMALS & TRANSPORTATION,Night's Knights,Western Empire,6690.0,14202.0,-0.5289395859738065
SUMMONING DEVICE,No Key Account,Amnian Empire,1185206.0,1355241.0,-0.1254647697346819
ARMS & ARMOUR,Sprite's & Spirits,United Moonshae Empire,30088.0,134248.0,-0.7758774804838806
ARMS & ARMOUR,Sprite's & Spirits,Southern Empire,52333.0,36468.0,0.4350389382472304
SUMMONING DEVICE,Night's Knights,Western Empire,14295.0,7296.0,0.9592927631578947
POTIONS & SCROLLS,Black Phoenix,Waterdhavian Empire,21158.0,26882.0,-0.21293058552191058
ARMS & ARMOUR,Sprite's & Spirits,Purple Dragon Empire,464295.0,531833.0,-0.12699099153305637
ANIMALS & TRANSPORTATION,No Key Account,Bloodlands Empire,997925.0,1095902.0,-0.08940306706256584
SUMMONING DEVICE,Night's Knights,Waterdhavian Empire,19263.0,20518.0,-0.061165805634077364
POTIONS & SCROLLS,Bottle's Up,Amnian Empire,356113.0,312579.0,0.13927359163603437
ANIMALS & TRANSPORTATION,No Key Account,Calim Empire,1294172.0,1306822.0,-0.009679971717647895
SUMMONING DEVICE,Night's Knights,United Moonshae Empire,10842.0,9602.0,0.1291397625494688
ARMS & ARMOUR,Sprite's & Spirits,Old Empire,108137.0,143100.0,-0.2443256464011181
ANIMALS & TRANSPORTATION,No Key Account,Amnian Empire,1901879.0,2090139.0,-0.09007056468493246
POTIONS & SCROLLS,Black Phoenix,Purple Dragon Empire,162338.0,129199.0,0.25649579331109384
SUMMONING DEVICE,No Key Account,Dwarven Empire,148588.0,266921.0,-0.4433259278962689
ANIMALS & TRANSPORTATION,Night's Knights,Thayan Empire,43364.0,57618.0,-0.24738796903745353
ANIMALS & TRANSPORTATION,Night's Knights,Calim Empire,52470.0,82915.0,-0.36718325996502443
SUMMONING DEVICE,No Key Account,Purple Dragon Empire,879951.0,874250.0,0.006521018015441804
ARMS & ARMOUR,Three Wishes,Calim Empire,777775.0,853755.0,-0.0889950864123783
ANIMALS & TRANSPORTATION,Night's Knights,Dwarven Empire,14107.0,48751.0,-0.7106315767881685
SUMMONING DEVICE,No Key Account,Old Empire,73169.0,104694.0,-0.3011156322234321
POTIONS & SCROLLS,Black Phoenix,Calim Empire,223313.0,195248.0,0.14374026878636403
ARMS & ARMOUR,Three Wishes,Bloodlands Empire,418618.0,444546.0,-0.05832467281226239
ANIMALS & TRANSPORTATION,Night's Knights,Halruaan Empire,128013.0,157184.0,-0.18558504682410426
SUMMONING DEVICE,No Key Account,None Empire,305605.0,242854.0,0.2583898144564223
POTIONS & SCROLLS,Black Phoenix,Dwarven Empire,75634.0,82555.0,-0.08383501907819024
ARMS & ARMOUR,Three Wishes,Amnian Empire,1268775.0,1135289.0,0.11757887198766137
ANIMALS & TRANSPORTATION,Night's Knights,None Empire,13465.0,19414.0,-0.3064283506747708
SUMMONING DEVICE,No Key Account,New Neverwinter Empire,396634.0,331309.0,0.19717242815619263
POTIONS & SCROLLS,Black Phoenix,Halruaan Empire,323913.0,295991.0,0.09433394934305439
ANIMALS & TRANSPORTATION,Night's Knights,Old Empire,30716.0,32399.0,-0.05194604771752209
SUMMONING DEVICE,No Key Account,Halruaan Empire,739742.0,734654.0,0.00692570924544067
ARMS & ARMOUR,Sprite's & Spirits,Western Empire,54247.0,42353.0,0.2808301655136589
ANIMALS & TRANSPORTATION,Night's Knights,Purple Dragon Empire,56915.0,50075.0,0.1365951073389915
SUMMONING DEVICE,No Key Account,Eastern Empire,139942.0,130194.0,0.07487288200685138
POTIONS & SCROLLS,Black Phoenix,Old Empire,52988.0,74171.0,-0.2855967965916598
ARMS & ARMOUR,Sprite's & Spirits,Waterdhavian Empire,142275.0,182766.0,-0.22154558287646497
POTIONS & SCROLLS,Bottle's Up,Bloodlands Empire,22070.0,49080.0,-0.5503259983700082
ANIMALS & TRANSPORTATION,No Key Account,Dwarven Empire,199076.0,416254.0,-0.5217439351934156
SUMMONING DEVICE,Night's Knights,Thayan Empire,18064.0,16972.0,0.06434126797077533
ARMS & ARMOUR,Sprite's & Spirits,Halruaan Empire,713235.0,1014466.0,-0.2969355306141359
ARMS & ARMOUR,Private Buyer,Waterdhavian Empire,668513.0,742856.0,-0.10007726934964511
SUMMONING DEVICE,Lionshield Coster,Western Empire,5682.0,13592.0,-0.5819599764567392
POTIONS & SCROLLS,Bottle's Up,Thayan Empire,143533.0,109850.0,0.3066272189349113
ANIMALS & TRANSPORTATION,No Key Account,United Moonshae Empire,1267555.0,1519173.0,-0.16562827275102965
ARMS & ARMOUR,Private Buyer,United Moonshae Empire,4286663.0,2575845.0,0.6641773864498834
SUMMONING DEVICE,Lionshield Coster,Waterdhavian Empire,15460.0,17953.0,-0.13886258564028298
ANIMALS & TRANSPORTATION,No Key Account,Waterdhavian Empire,513657.0,489300.0,0.04977927651747405
POTIONS & SCROLLS,Bottle's Up,United Moonshae Empire,4300.0,22059.0,-0.8050682261208577
SUMMONING DEVICE,Lionshield Coster,United Moonshae Empire,7510.0,,
ARMS & ARMOUR,Private Buyer,Thayan Empire,1934872.0,2065481.0,-0.06323418128755476
ANIMALS & TRANSPORTATION,No Key Account,Western Empire,207158.0,196208.0,0.055808121992987125
SUMMONING DEVICE,Lionshield Coster,Thayan Empire,35411.0,54167.0,-0.3462624845385567
POTIONS & SCROLLS,Bottle's Up,Waterdhavian Empire,76163.0,47042.0,0.619042557714383
ANIMALS & TRANSPORTATION,Nobility,Amnian Empire,132231.0,189306.0,-0.30149599061836396
SUMMONING DEVICE,Lionshield Coster,Southern Empire,6616.0,25770.0,-0.7432673651532791
ARMS & ARMOUR,Private Buyer,Purple Dragon Empire,2042341.0,2156235.0,-0.052820773245958796
POTIONS & SCROLLS,Bottle's Up,Western Empire,23532.0,6029.0,2.9031348482335377
ANIMALS & TRANSPORTATION,Nobility,Bloodlands Empire,54005.0,69183.0,-0.21938915629562172
SUMMONING DEVICE,Lionshield Coster,Purple Dragon Empire,23540.0,54027.0,-0.564291928110019
ARMS & ARMOUR,Private Buyer,Old Empire,546696.0,325656.0,0.6787530400176873
ANIMALS & TRANSPORTATION,Nobility,Calim Empire,132512.0,102898.0,0.28779956850473276
ANIMALS & TRANSPORTATION,No Key Account,Thayan Empire,1495434.0,1664682.0,-0.1016698684793853
POTIONS & SCROLLS,Black Phoenix,Bloodlands Empire,13773.0,77798.0,-0.822964600632407
SUMMONING DEVICE,Night's Knights,Amnian Empire,96197.0,82788.0,0.16196791805575694
ANIMALS & TRANSPORTATION,No Key Account,Southern Empire,87433.0,78876.0,0.10848673867843206
ANIMALS & TRANSPORTATION,No Key Account,Eastern Empire,214204.0,160946.0,0.33090601816758425
SUMMONING DEVICE,Night's Knights,Purple Dragon Empire,17341.0,7630.0,1.2727391874180864
POTIONS & SCROLLS,Bottle's Up,Calim Empire,187484.0,158440.0,0.18331229487503164
ARMS & ARMOUR,Sprite's & Spirits,Dwarven Empire,383034.0,86223.0,3.442364566299015
ANIMALS & TRANSPORTATION,No Key Account,Halruaan Empire,1178595.0,1066012.0,0.10561138148538673
SUMMONING DEVICE,Night's Knights,Old Empire,14631.0,28732.0,-0.4907768341918418
POTIONS & SCROLLS,Bottle's Up,Dwarven Empire,37688.0,59315.0,-0.36461266121554414
ARMS & ARMOUR,Sprite's & Spirits,Calim Empire,472529.0,346136.0,0.36515415905886695
ANIMALS & TRANSPORTATION,No Key Account,New Neverwinter Empire,595177.0,690575.0,-0.13814285197118348
POTIONS & SCROLLS,Bottle's Up,Halruaan Empire,158865.0,203387.0,-0.21890287973174294
SUMMONING DEVICE,Night's Knights,Halruaan Empire,73176.0,79572.0,-0.08038003317749964
ANIMALS & TRANSPORTATION,No Key Account,None Empire,354643.0,401944.0,-0.1176805724180483
ARMS & ARMOUR,Sprite's & Spirits,Bloodlands Empire,442920.0,441841.0,0.002442054947368044
POTIONS & SCROLLS,Bottle's Up,Old Empire,32447.0,53341.0,-0.39170619223486625
ANIMALS & TRANSPORTATION,No Key Account,Old Empire,103104.0,263046.0,-0.6080381378161994
ARMS & ARMOUR,Sprite's & Spirits,Amnian Empire,864287.0,736903.0,0.1728639997394501
SUMMONING DEVICE,Night's Knights,Calim Empire,50611.0,32786.0,0.5436771792838406
ANIMALS & TRANSPORTATION,No Key Account,Purple Dragon Empire,1435938.0,1531166.0,-0.06219312602291327
POTIONS & SCROLLS,Bottle's Up,Purple Dragon Empire,200317.0,168041.0,0.19207217286257516
SUMMONING DEVICE,Night's Knights,Bloodlands Empire,26220.0,38595.0,-0.32063738826272836
ARMS & ARMOUR,Private Buyer,Western Empire,235869.0,219036.0,0.07685038075932726
POTIONS & SCROLLS,Bottle's Up,Southern Empire,4505.0,16048.0,-0.7192796610169492
SUMMONING DEVICE,No Key Account,Southern Empire,55042.0,89223.0,-0.3830962868318707
ANIMALS & TRANSPORTATION,Night's Knights,Bloodlands Empire,50639.0,51689.0,-0.020313799841358948
ARMS & ARMOUR,Three Wishes,Dwarven Empire,562555.0,214893.0,1.617837714583537
ANIMALS & TRANSPORTATION,House of Wonders,Old Empire,4192.0,13938.0,-0.699239489166308
ARMS & ARMOUR,Zhentarim,Purple Dragon Empire,525377.0,529827.0,-0.008398967965015047
SUMMONING DEVICE,Order of the Gauntlet,Halruaan Empire,31578.0,57758.0,-0.45327054260881605
ANIMALS & TRANSPORTATION,House of Wonders,Purple Dragon Empire,150219.0,99741.0,0.5060907751075285
MUSICAL INSTRUMENT,Zhentarim,Thayan Empire,20202.0,36930.0,-0.45296506904955325
SUMMONING DEVICE,Order of the Gauntlet,Dwarven Empire,3644.0,6519.0,-0.4410185611290075
ARMS & ARMOUR,Zhentarim,Old Empire,19183.0,51428.0,-0.6269930777008633
ANIMALS & TRANSPORTATION,House of Wonders,Southern Empire,11827.0,9459.0,0.2503435881171372
SUMMONING DEVICE,Order of the Gauntlet,Calim Empire,26089.0,60835.0,-0.5711514753020466
MUSICAL INSTRUMENT,Zhentarim,Waterdhavian Empire,4116.0,14534.0,-0.7168019815604789
ARMS & ARMOUR,Zhentarim,Halruaan Empire,703005.0,905469.0,-0.22360124973908546
ANIMALS & TRANSPORTATION,House of Wonders,Thayan Empire,110877.0,80731.0,0.3734129392674437
SUMMONING DEVICE,Order of the Gauntlet,Bloodlands Empire,17697.0,19304.0,-0.08324699544135927
MUSICAL INSTRUMENT,Zhentarim,Western Empire,12618.0,14363.0,-0.12149272436120584
ANIMALS & TRANSPORTATION,House of Wonders,United Moonshae Empire,7108.0,61813.0,-0.885008008024202
ARMS & ARMOUR,Zhentarim,Dwarven Empire,564840.0,253510.0,1.2280777878584672
SUMMONING DEVICE,Order of the Gauntlet,Amnian Empire,84229.0,93703.0,-0.10110668815299406
ANIMALS & TRANSPORTATION,House of Wonders,Waterdhavian Empire,16658.0,19321.0,-0.13782930490140266
POTIONS & SCROLLS,Bardic College Union,Amnian Empire,186111.0,182613.0,0.01915526276880608
SUMMONING DEVICE,Nobility,Western Empire,2552.0,24919.0,-0.8975881857217385
ARMS & ARMOUR,Zhentarim,Calim Empire,644639.0,527373.0,0.22235874798292676
MUSICAL INSTRUMENT,Zhentarim,Southern Empire,16412.0,2810.0,4.840569395017794
ANIMALS & TRANSPORTATION,House of Wonders,Western Empire,9760.0,,
SUMMONING DEVICE,Order of the Gauntlet,New Neverwinter Empire,1086.0,21055.0,-0.9484208026597007
ARMS & ARMOUR,Zhentarim,Southern Empire,91546.0,61323.0,0.492849338747289
JEWELRY,Bardic College Union,Bloodlands Empire,304.0,12908.0,-0.976448713975829
ANIMALS & TRANSPORTATION,House of Wonders,Amnian Empire,161045.0,208988.0,-0.22940551610618787
MUSICAL INSTRUMENT,Zhentarim,Calim Empire,47570.0,51206.0,-0.07100730383158227
SUMMONING DEVICE,Private Buyer,Amnian Empire,324224.0,336712.0,-0.03708807526907265
JEWELRY,Bardic College Union,Amnian Empire,91075.0,156144.0,-0.41672430576903374
ANIMALS & TRANSPORTATION,House of Wonders,Bloodlands Empire,46054.0,75185.0,-0.3874576045753807
SUMMONING DEVICE,Order of the Gauntlet,Waterdhavian Empire,9035.0,14080.0,-0.35830965909090906
MUSICAL INSTRUMENT,Zhentarim,Dwarven Empire,6102.0,45669.0,-0.8663863890166196
ARMS & ARMOUR,Zhentarim,Western Empire,32580.0,55407.0,-0.4119876549894418
ANIMALS & TRANSPORTATION,House of Wonders,Calim Empire,110797.0,96328.0,0.15020554771198413
SUMMONING DEVICE,Order of the Gauntlet,United Moonshae Empire,7448.0,8826.0,-0.15612961704056194
ANIMALS & TRANSPORTATION,House of Wonders,Dwarven Empire,32415.0,54521.0,-0.40545844720382973
MUSICAL INSTRUMENT,Zhentarim,Halruaan Empire,107591.0,84659.0,0.2708749217448825
SUMMONING DEVICE,Order of the Gauntlet,Thayan Empire,18977.0,38167.0,-0.5027903686430686
ARMS & ARMOUR,Zhentarim,Waterdhavian Empire,109175.0,48295.0,1.2605859819857126
ANIMALS & TRANSPORTATION,House of Wonders,Halruaan Empire,171439.0,142238.0,0.20529675614111564
SUMMONING DEVICE,Order of the Gauntlet,Purple Dragon Empire,13555.0,3353.0,3.0426483745899198
ARMS & ARMOUR,Zhentarim,Thayan Empire,314075.0,245764.0,0.27795364658778343
ANIMALS & TRANSPORTATION,House of Wonders,New Neverwinter Empire,6884.0,1914.0,2.5966562173458727
SUMMONING DEVICE,Order of the Gauntlet,Old Empire,2920.0,2628.0,0.11111111111111116
MUSICAL INSTRUMENT,Zhentarim,Purple Dragon Empire,27158.0,17218.0,0.5773028226274828
ANIMALS & TRANSPORTATION,House of Wonders,None Empire,13372.0,6540.0,1.0446483180428134
JEWELRY,House of Wonders,Amnian Empire,129824.0,142816.0,-0.09097019941743223
SUMMONING DEVICE,Nobility,Waterdhavian Empire,29336.0,27301.0,0.07453939416138611
ARMS & ARMOUR,Zhentarim,Bloodlands Empire,427848.0,581602.0,-0.2643629148455473
ANIMALS & TRANSPORTATION,Lionshield Coster,Southern Empire,1664.0,14238.0,-0.8831296530411574
SUMMONING DEVICE,Nobility,Bloodlands Empire,22534.0,21093.0,0.06831650310529569
POTIONS & SCROLLS,Bardic College Union,Thayan Empire,152419.0,102979.0,0.48009788403460907
ARMS & ARMOUR,Three Wishes,Purple Dragon Empire,996006.0,1064020.0,-0.06392173079453389
ANIMALS & TRANSPORTATION,Lionshield Coster,Thayan Empire,70478.0,69668.0,0.011626571740253722
SUMMONING DEVICE,Nobility,Amnian Empire,70093.0,124363.0,-0.43638381190547026
POTIONS & SCROLLS,Bardic College Union,United Moonshae Empire,14515.0,,
ARMS & ARMOUR,Three Wishes,Old Empire,129753.0,114644.0,0.13179058651128717
ANIMALS & TRANSPORTATION,Lionshield Coster,United Moonshae Empire,5152.0,,
SUMMONING DEVICE,No Key Account,Western Empire,132525.0,103291.0,0.28302562662768294
POTIONS & SCROLLS,Bardic College Union,Waterdhavian Empire,11293.0,26750.0,-0.5778317757009346
ANIMALS & TRANSPORTATION,Lionshield Coster,Waterdhavian Empire,49952.0,14923.0,2.3473162232795013
SUMMONING DEVICE,No Key Account,Waterdhavian Empire,343904.0,372886.0,-0.07772348653475858
ARMS & ARMOUR,Three Wishes,None Empire,82902.0,51787.0,0.6008264622395583
ANIMALS & TRANSPORTATION,Lionshield Coster,Western Empire,10497.0,20165.0,-0.4794445821968758
SUMMONING DEVICE,No Key Account,United Moonshae Empire,982645.0,986394.0,-0.0038007124941960013
POTIONS & SCROLLS,Bardic College Union,Western Empire,12952.0,18023.0,-0.28136270321256174
ARMS & ARMOUR,Three Wishes,Halruaan Empire,799551.0,1197198.0,-0.33214806573348765
ANIMALS & TRANSPORTATION,Night's Knights,Amnian Empire,126739.0,108326.0,0.16997766002621706
SUMMONING DEVICE,No Key Account,Thayan Empire,982531.0,1041312.0,-0.05644897974862484
POTIONS & SCROLLS,Black Phoenix,Amnian Empire,252601.0,256454.0,-0.015024136882247907
ANIMALS & TRANSPORTATION,Lionshield Coster,Purple Dragon Empire,95193.0,67591.0,0.4083679779852347
POTIONS & SCROLLS,Bardic College Union,Bloodlands Empire,12655.0,35446.0,-0.6429780511200136
SUMMONING DEVICE,Nobility,Calim Empire,81170.0,56335.0,0.4408449454158161
POTIONS & SCROLLS,Bardic College Union,Purple Dragon Empire,110620.0,139969.0,-0.20968214390329287
ANIMALS & TRANSPORTATION,Lionshield Coster,Amnian Empire,151360.0,82163.0,0.8421917408079063
SUMMONING DEVICE,Nobility,United Moonshae Empire,2235.0,,
POTIONS & SCROLLS,Bardic College Union,Calim Empire,188955.0,163319.0,0.15696887686062255
SUMMONING DEVICE,Nobility,Thayan Empire,20586.0,36822.0,-0.4409320514909565
ARMS & ARMOUR,Zhentarim,Amnian Empire,1030630.0,678394.0,0.5192203940482965
ANIMALS & TRANSPORTATION,Lionshield Coster,Bloodlands Empire,52937.0,87923.0,-0.3979163586319848
SUMMONING DEVICE,Nobility,Southern Empire,8343.0,,
ANIMALS & TRANSPORTATION,Lionshield Coster,Calim Empire,60249.0,75834.0,-0.2055146767940501
POTIONS & SCROLLS,Bardic College Union,Dwarven Empire,57666.0,52382.0,0.10087434614944057
SUMMONING DEVICE,Nobility,Purple Dragon Empire,51230.0,67498.0,-0.2410145485792171
ARMS & ARMOUR,Three Wishes,Waterdhavian Empire,200230.0,162762.0,0.23020115260318752
ANIMALS & TRANSPORTATION,Lionshield Coster,Dwarven Empire,13477.0,18870.0,-0.28579756226815045
SUMMONING DEVICE,Nobility,Old Empire,25596.0,16052.0,0.5945676551208572
POTIONS & SCROLLS,Bardic College Union,Halruaan Empire,159980.0,173785.0,-0.07943723566475813
ARMS & ARMOUR,Three Wishes,United Moonshae Empire,122618.0,44899.0,1.730973963785385
ANIMALS & TRANSPORTATION,Lionshield Coster,Halruaan Empire,96535.0,85743.0,0.125864502058477
SUMMONING DEVICE,Nobility,Halruaan Empire,111140.0,73524.0,0.5116152548827593
POTIONS & SCROLLS,Bardic College Union,Old Empire,18169.0,25982.0,-0.3007081825879455
ARMS & ARMOUR,Three Wishes,Thayan Empire,612742.0,435527.0,0.4068978501906886
SUMMONING DEVICE,Nobility,Dwarven Empire,25085.0,38544.0,-0.3491853466168535
ANIMALS & TRANSPORTATION,Lionshield Coster,Old Empire,11917.0,36624.0,-0.6746122761031018
ARMS & ARMOUR,Three Wishes,Southern Empire,63133.0,41001.0,0.5397917123972586
TOOLS & KITS,Zhentarim,Western Empire,21886.0,15042.0,0.4549926871426673
